id,rule_id,rule_slug_name,feature_name,feature_slug_name,is_active,created_at,updated_at,description,feature_type,is_production
5b6d4d08-0c17-4f6d-bc7b-fe487e03d520,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi ratio id phone number 60d,izi_ratio_id_phone_number_60d,true,2020-07-28 08:16,2020-07-28 08:16,IZI - Ratio of inquiries by NIK over inquiries by phone number in 60 days,FLOAT,true
4dc47fef-db67-4e30-a20e-e04bd1457495,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi ratio id phone number 90d,izi_ratio_id_phone_number_90d,true,2020-07-28 08:16,2020-07-28 08:16,IZI - Ratio of inquiries by NIK over inquiries by phone number in 90 days,FLOAT,true
0ec5e791-f335-4280-82a4-41f7c907dcf4,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,count credit card pefindo,count_credit_card_pefindo,true,2020-07-28 08:16,2020-07-28 08:16,Count of active unique creditor from credit card contracts with status GrantedAndActivated. The Pefindo contracts are filtered on createdAt before submit date,INTEGER,true
26a8b34f-3e8e-4899-9772-39ad86ed62b7,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 60 90 min,izi_mobile_phone_number_top_up_behaviors_topup_60_90_min,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
2d9af1c8-d498-45be-8e6c-a7e2968a5b5b,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 90 180 avg,izi_mobile_phone_number_top_up_behaviors_topup_90_180_avg,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
2f8410ca-1d1f-4a8c-960c-08a758cd12bf,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 180 360 avg,izi_mobile_phone_number_top_up_behaviors_topup_180_360_avg,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
16c35c47-7670-4a11-9dd4-a6f347a71f32,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 180 360 times,izi_mobile_phone_number_top_up_behaviors_topup_180_360_times,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
e47a9078-fe18-4006-bc4a-735d14b7fe15,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 180 360 max,izi_mobile_phone_number_top_up_behaviors_topup_180_360_max,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
82bff8fb-2e05-4c35-b4e2-dd6c6a96232f,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 180 360 min,izi_mobile_phone_number_top_up_behaviors_topup_180_360_min,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
47d6eddd-7c98-408b-a89c-a075d000111c,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 360 720 avg,izi_mobile_phone_number_top_up_behaviors_topup_360_720_avg,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
bd7518fc-3cb4-4770-b16a-10e1fee42a7b,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 180 times,izi_mobile_phone_number_top_up_behaviors_topup_0_180_times,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
0b27e435-aa8d-462a-9e13-2a65785f3567,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 180 max,izi_mobile_phone_number_top_up_behaviors_topup_0_180_max,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
65c43cff-db87-4212-96d5-4075117761b9,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 30 avg,izi_mobile_phone_number_top_up_behaviors_topup_0_30_avg,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
0b8f1314-fd86-4532-a82a-7337cec1037c,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 30 times,izi_mobile_phone_number_top_up_behaviors_topup_0_30_times,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
31b839c3-5cd0-49ee-9629-1dea8ff18c16,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 30 max,izi_mobile_phone_number_top_up_behaviors_topup_0_30_max,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
f7835253-0c4a-4a96-9166-f6f1346f0382,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 30 min,izi_mobile_phone_number_top_up_behaviors_topup_0_30_min,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
74be10c6-b4cf-4aec-bbde-f7e1f5dcc301,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 60 max,izi_mobile_phone_number_top_up_behaviors_topup_0_60_max,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
9bb61c9b-f002-4610-9701-8c3daec24f18,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 60 min,izi_mobile_phone_number_top_up_behaviors_topup_0_60_min,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
9fdf66a0-c87d-471e-9f74-30175947ad74,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 90 avg,izi_mobile_phone_number_top_up_behaviors_topup_0_90_avg,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
da61bdc7-b669-49dc-a104-e771fb2ada14,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 90 times,izi_mobile_phone_number_top_up_behaviors_topup_0_90_times,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
332a4af7-ae14-498d-aa86-68e7787c8907,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 90 max,izi_mobile_phone_number_top_up_behaviors_topup_0_90_max,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
67e81845-2989-4fb3-9393-283e58033017,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 90 min,izi_mobile_phone_number_top_up_behaviors_topup_0_90_min,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
c271749a-d1bd-4b14-923c-bc9e92b8a27b,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 180 avg,izi_mobile_phone_number_top_up_behaviors_topup_0_180_avg,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
7c5cb4a7-f69b-462c-aac4-0b42adda6203,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 60 90 max,izi_mobile_phone_number_top_up_behaviors_topup_60_90_max,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
5a0f9462-bbf0-4390-987b-a6e699eb1525,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,applicant gender,applicant_gender,true,2019-12-27 10:32,2020-07-14 14:21,Applicant's gender (female / male),STRING,true
c005caa3-2e50-409d-b28d-3e3e66f65696,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,current company industry,current_company_industry,true,2020-07-16 12:47,2020-07-16 12:47,The function would return the currentCompanyIndustry of applicant,STRING,true
35b6bb53-1059-47be-96e3-4d5273a8798e,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,marketing utm campaign,marketing_utm_campaign,true,2020-08-19 04:01,2020-08-19 04:01,The function would return the marketing_utmCampaign of applicant with marketing_utmSource merchant.,STRING,true
01b2b827-0f5e-44a3-9856-475b1590c4fd,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,discounted sum outstanding late 1y,discounted_sum_outstanding_late_1y,true,2020-08-19 04:01,2020-08-19 04:01,"Sum outstanding late of contracts within 1 year, discounted by DPD/30 if DPD is less than 30.",FLOAT,true
395d8920-bf15-4acc-8638-88940f6349cd,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,number of related blibli tiket credit limit,number_of_related_blibli_tiket_credit_limit,true,2020-12-17 07:22,2020-12-17 07:22,"Number of related credit limit partner:BLIBLI,TIKET.",INTEGER,true
260213ce-bd3b-4d69-a2bf-3f94dcfc92ad,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,max dpd credit card 3m,max_dpd_credit_card_3m,true,2020-08-19 04:01,2020-08-19 04:01,Maximum day past due from last 3 months CreditCard payments data,INTEGER,true
b036d9f3-81c3-41ed-a0ab-d5ad470b7654,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,max dpd credit card 5m,max_dpd_credit_card_5m,true,2020-08-19 04:01,2020-08-19 04:01,Maximum day past due from last 5 months CreditCard payments data,INTEGER,true
b01e2281-6f7a-410b-ad9c-0c258fa51416,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,days from oldest credit card payment date,days_from_oldest_credit_card_payment_date,true,2020-08-19 04:01,2020-08-19 04:01,Days from oldest credit card payment date to submit date,INTEGER,true
14e7918d-7607-4c37-8caa-c30c281d4d22,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,days from oldest credit card disbursement date,days_from_oldest_credit_card_disbursement_date,true,2020-08-19 04:01,2020-08-19 04:01,Days from oldest credit card disbursement date to submit date,INTEGER,true
9fb6bcf6-1a71-4264-92d6-7acecce5f179,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,max dpd 1y,max_dpd_1y,true,2020-08-19 04:01,2020-08-19 04:01,Maximum days past due in the last 1 year,INTEGER,true
78748170-92de-4612-bbca-513b4f6d4ef1,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage latest dpd 3 1y,percentage_latest_dpd_3_1y,true,2020-08-19 04:01,2020-08-19 04:01,Percentage of contracts with latest dpd >= 3 in the last 1 year,INTEGER,true
dfa73a96-57d8-479a-967d-f13e2c8322d2,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage latest dpd 15 1y,percentage_latest_dpd_15_1y,true,2020-08-19 04:01,2020-08-19 04:01,Percentage of contracts with latest dpd >= 15 in the last 1 year,INTEGER,true
ce145ac4-9e4e-4309-b8d2-61b95b37c71f,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage latest dpd 90 1y,percentage_latest_dpd_90_1y,true,2020-08-19 04:01,2020-08-19 04:01,Percentage of contracts with latest dpd >= 90 in the last 1 year,INTEGER,true
4d7fefaa-894f-45f5-b2be-33f2b42ac8d3,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage max dpd 3 1y,percentage_max_dpd_3_1y,true,2020-08-19 04:01,2020-08-19 04:01,Percentage of contracts created in the last 1 year with max dpd >= 3,INTEGER,true
933fde95-c7c8-402e-a50b-f48d5d48e9f5,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage max dpd 15 1y,percentage_max_dpd_15_1y,true,2020-08-19 04:01,2020-08-19 04:01,Percentage of contracts created in the last 1 year with max dpd >= 15,INTEGER,true
315a10e5-4dbd-4738-8223-d08063f58491,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage max dpd 90 1y,percentage_max_dpd_90_1y,true,2020-08-19 04:01,2020-08-19 04:01,Percentage of contracts created in the last 1 year with max dpd >= 90,INTEGER,true
d1d915ec-e469-4979-8b08-715429a1d562,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,max limit active cc,max_limit_active_cc,true,2020-08-19 04:01,2020-08-19 04:01,Maximum limit of user's active credit card(s),INTEGER,true
eec69ffc-6aa1-4e0a-bb38-38adbe307ee3,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,sum limit active cc,sum_limit_active_cc,true,2020-08-19 04:01,2020-08-19 04:01,Total limit of user's active credit card(s),INTEGER,true
f0840c15-ea31-4bdc-aa1c-c0a2e21ec3a2,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,count written off unique creditor,count_written_off_unique_creditor,true,2020-08-19 04:01,2020-08-19 04:01,Count of unique creditors from written off contracts,INTEGER,true
6ed8fcfa-8cd5-4b5b-8b04-47b354f10694,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,count contracts written off 1y,count_contracts_written_off_1y,true,2020-08-19 04:01,2020-08-19 04:01,Count of contracts with status written off in the last 1 year,INTEGER,true
b12515f6-935e-4da0-8590-143fc3bf67e4,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,sum paylater settled 1y,sum_paylater_settled_1y,true,2020-08-19 04:01,2020-08-19 04:01,Sum of contract value from settled paylater contracts in the last 1 year,INTEGER,true
7b7348bf-972c-4d8c-83ea-bc22cd7fb1e4,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,sum paylater disbursed 1y,sum_paylater_disbursed_1y,true,2020-08-19 04:01,2020-08-19 04:01,Sum of contract value from paylater creditors the last 1 year,INTEGER,true
8f7300e9-0f19-4dbf-a48c-0d36543ea476,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,max debt to limit ratio 3m,max_debt_to_limit_ratio_3m,true,2020-08-19 04:01,2020-08-19 04:01,Maximum ratio of debt / limit from credit card transactions in the past 3 months,FLOAT,true
66c7faf3-ba16-46aa-a3fa-49b3eac12327,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,max debt to limit ratio 5m,max_debt_to_limit_ratio_5m,true,2020-08-19 04:01,2020-08-19 04:01,Maximum ratio of debt / limit from credit card transactions in the past 5 months,FLOAT,true
7e7190fe-a95f-4f14-bbdc-1bdf558aed17,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,days from djp tanggal daftar,days_from_djp_tanggal_daftar,true,2020-08-19 04:01,2020-08-19 04:01,Number of days from djp register date (tanggal daftar). -99 if DJP does not exist.,INTEGER,true
f8813e96-cfb9-4892-ad64-2e2c1fcdc43b,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,credit limit tiket limit,credit_limit_tiket_limit,true,2020-12-17 07:22,2020-12-17 07:22,Limit amount of the latest credit limit application partner TIKET,INTEGER,true
06e0347a-5a88-4ace-8e70-33b0b35f3ba8,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,days from bpjstk tanggal kepesertaan,days_from_bpjstk_tanggal_kepesertaan,true,2020-08-19 04:01,2020-08-19 04:01,Number of days from BPJSTK register date (tanggal kepesertaan). -99 if BPJSTK does not exist.,INTEGER,true
b9c5a2ce-0954-4a9f-b826-3b8d45256aaa,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,pefindo individuals maiden name match,pefindo_individuals_maiden_name_match,true,2020-08-19 04:01,2020-08-19 04:01,"Returns 1 if applicant's submitted maiden name matches with pefindo individuals maiden name information, 0 if doesn't match, and -99 if pefindo individuals maiden name is empty or equal to pefindo individuals full name.",INTEGER,true
d407960c-7f64-4d08-9389-8dfa8f01db20,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,pefindo individuals phone number match,pefindo_individuals_phone_number_match,true,2020-08-19 04:01,2020-08-19 04:01,"Returns 1 if applicant's submitted mobile or home phone number matches with pefindo individuals phone number or fixed line information, 0 if doesn't match, and -99 if pefindo individuals phone number is empty.",INTEGER,true
8de217be-1bce-4ec4-a60d-179a0cf666c5,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,maximum day past due pefindo,maximum_day_past_due_pefindo,true,2020-07-28 08:16,2020-08-24 08:09,Maximum day past due from active CreditCard contracts data,INTEGER,true
c74c272f-e765-4d78-b56f-929387d54782,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,bpjstk status klaim,bpjstk_status_klaim,true,2020-08-19 04:01,2020-08-24 08:10,"Status of claim for BPJSTK, if applicant has claimed the value will be 'KLAIM', 'BELUM KLAIM' otherwise. 'NO BPJS' and 'NO PEFINDO' are the values for having no BPJS and no pefindo respectively.",STRING,true
8a466204-9c0e-4ea0-b9b7-8900102211dc,fa9eec78-25d5-4b1a-9a8a-bf1be224d271,BankAccountRule,average balance last three months,average_balance_last_three_months,true,2019-09-26 17:41,2020-07-14 14:21,Average of bank account's balance at the end of month,FLOAT,true
f4beb5e9-f54b-48c0-98f3-67694afe88b3,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,age and gender,age_and_gender,true,2019-09-26 17:41,2020-07-14 14:21,Age of the user at time of submit,INTEGER,true
9802dabf-f44e-47a6-8d92-87f159b34b9a,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,djp phone number match,djp_phone_number_match,true,2020-08-19 04:01,2020-08-19 04:01,"Returns 1 if applicant's submitted mobile or home phone number matches with djp phone number information, 0 if doesn't match, and -99 if djp phone number is empty.",INTEGER,true
51e446af-e7d5-45bf-a0cd-f87af5baa08b,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,djp email match,djp_email_match,true,2020-08-19 04:01,2020-08-19 04:01,"Returns 1 if applicant's submitted email matches with djp email information, 0 if doesn't match, and -99 if email is empty.",INTEGER,true
eaa5a939-45cd-4cca-9888-77df3eb34afd,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,bpjs company name match,bpjs_company_name_match,true,2020-08-19 04:01,2020-08-19 04:01,"Returns 1 if applicant's submitted company name matches with bpjs company name information, 0 if doesn't match, and -99 if company name is empty.",INTEGER,true
853d5e18-b614-4b05-bb74-7c745fb118ca,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,max paid contract 1y,max_paid_contract_1y,true,2020-08-19 04:01,2020-08-19 04:01,Maximum amount paid in the last 1 year. This is calculated by minusing outstanding amount from total facility amount. This does not take credit card payments into the calculation as the mechanism for cc is different.,INTEGER,true
bd08e0bc-bdf5-4f0e-b171-ea254e1f01eb,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage good credit card payments 1y,percentage_good_credit_card_payments_1y,true,2020-08-19 04:01,2020-08-19 04:01,Count of good credit card payments (no negative status & no day past due) over count of credit card statements in the last 1 year.,FLOAT,true
69b85759-1d6f-47fd-a907-24fd569b410b,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,pefindo info histories phone number match,pefindo_info_histories_phone_number_match,true,2020-08-19 04:01,2020-08-19 04:01,"Returns 1 if applicant's submitted mobile or home phone number matches with pefindo info histories mobile phone or fixed line number information, 0 if doesn't match, and -99 if pefindo info histories  mobile phone or fixed line number is empty.",INTEGER,true
ca3c1e82-6c4b-43f0-8f20-eb4c12b5fa66,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 60 avg,izi_mobile_phone_number_top_up_behaviors_topup_0_60_avg,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
3843259e-e89e-4233-8658-dfb8d9a792b2,7799745b-eb23-4bb3-8e65-53678d2a3ae9,DtlabDataRule,email age in month,email_age_in_month,true,2020-08-19 04:01,2020-08-19 04:01,The age of email in dtlab data (the differences between submitdate and email's first seen in dtlab),INTEGER,true
86745d2c-9765-4b24-b0ad-b29a20cbf9db,7799745b-eb23-4bb3-8e65-53678d2a3ae9,DtlabDataRule,phone age in month,phone_age_in_month,true,2020-08-19 04:01,2020-08-19 04:01,The age of phone in dtlab data (the differences between submitdate and phone's first seen in dtlab),INTEGER,true
e67c5741-de47-40f6-9ef6-37b3b1a835bd,7799745b-eb23-4bb3-8e65-53678d2a3ae9,DtlabDataRule,email age ever name match,email_age_ever_name_match,true,2020-08-19 04:01,2020-08-19 04:01,The age of email in dtlab data with matching name (the differences between submitdate and email's first seen in dtlab with name match between applicant data and list name in dtlab),INTEGER,true
898ffec3-d2ce-4249-a873-d7428e465391,7799745b-eb23-4bb3-8e65-53678d2a3ae9,DtlabDataRule,phone age ever name match,phone_age_ever_name_match,true,2020-08-19 04:01,2020-08-19 04:01,The age of phone in dtlab data with matching name (the differences between submitdate and phone's first seen in dtlab with name match between applicant data and list name in dtlab),INTEGER,true
e1f5cf94-0bb4-4876-a364-9b8f6f73325b,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,company gps match in seven days,company_gps_match_in_seven_days,true,2019-12-13 04:23,2020-10-19 07:08,Number of location GPS which matched with registered company GPS,INTEGER,true
27b2f8cb-890a-4c65-abb7-4b439d88b659,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,credit limit blibli limit,credit_limit_blibli_limit,true,2020-12-17 07:22,2020-12-17 07:22,Limit amount of the latest credit limit application partner BLIBLI,INTEGER,true
0dcef932-6894-4c57-923f-9d440f3c44b9,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,combination connected order id category,combination_connected_order_id_category,true,2020-10-19 07:08,2020-11-25 08:17,Category of orderId based on combination of strongly_connected_order_id_category and weakly_connected_order_id_category,STRING,true
3ca9abce-fea1-475c-9556-837c2a03f17d,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 60 times,izi_mobile_phone_number_top_up_behaviors_topup_0_60_times,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
5f656d08-365d-4a0d-85de-59ef09c3bb74,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 30 60 avg,izi_mobile_phone_number_top_up_behaviors_topup_30_60_avg,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
e16c16b1-a62e-41dd-b16b-474e3f111630,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 30 60 times,izi_mobile_phone_number_top_up_behaviors_topup_30_60_times,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
c46c2920-d6ea-4999-af01-9b16717a7040,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 30 60 max,izi_mobile_phone_number_top_up_behaviors_topup_30_60_max,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
e13cd8e0-cca9-4ba0-8eb1-f51b04c53031,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 360 720 times,izi_mobile_phone_number_top_up_behaviors_topup_360_720_times,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
ba1beabf-5082-420b-ab01-2b9d132bdfb8,56631c22-e3d4-489b-bf75-967622d2e839,DeviceRule,version os and model,version_os_and_model,true,2019-12-13 04:23,2019-12-13 04:23,,STRING,true
a3401cf7-2860-4e14-afa4-cc1286544d0a,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,related previous cashloan order id status,related_previous_cashloan_order_id_status,true,2020-11-25 08:17,2020-12-17 07:22,Related previous cashloan status.,STRING,true
0dd6ce79-301f-456d-9f2f-8da45843a34d,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,days from active credit card disbursement date,days_from_active_credit_card_disbursement_date,true,2020-09-02 09:32,2020-09-02 09:32,Days from oldest active credit card disbursement date to submit date,INTEGER,true
5a9ad041-1f5e-44c4-ac3a-eea0840cae10,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage latest active dpd 3,percentage_latest_active_dpd_3,true,2020-09-02 09:32,2020-09-02 09:32,Percentage of active contracts with latest dpd >= 3,FLOAT,true
35e14554-dbe9-48b2-b8e3-3d9a6d1f2689,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage latest active dpd 15,percentage_latest_active_dpd_15,true,2020-09-02 09:32,2020-09-02 09:32,Percentage of active contracts with latest dpd >= 15,FLOAT,true
50241d5e-36b2-4300-8121-566a6be02434,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage latest active dpd 90,percentage_latest_active_dpd_90,true,2020-09-02 09:32,2020-09-02 09:32,Percentage of active contracts with latest dpd >= 90,FLOAT,true
